time,cpu@tsung_controller@ip-172-31-53-120 
0,2.9397250990109494 
10,0.7996001999000499 
20,0.3996003996003996 
30,0.3996003996003996 
40,0.3996003996003996 
50,0.3996003996003996 
60,0.3996003996003996 
70,0.3996003996003996 
80,0.3996003996003996 
90,0.3996003996003996 
100,0.3996003996003996 
110,0.3996003996003996 
120,0.3996003996003996 
130,0.3996003996003996 
140,0.3996003996003996 
150,0.3996003996003996 
160,0.3996003996003996 
170,0.3996003996003996 
180,0.3996003996003996 
190,0.3996003996003996 
200,0.3996003996003996 
210,0.3996003996003996 
220,0.3996003996003996 
230,0.3996003996003996 
240,0.3996003996003996 
250,0.3996003996003996 
260,0.3996003996003996 
263,0.3996003996003996 
